,Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date,Team Name,Not Out
19270,V Kohli,0.0,3,1,0,0,0.00,2,v Kings XI,Bengaluru,2014-05-09,Royal Challengers Bangalore,0.0
19272,V Kohli,4.0,11,9,1,0,44.44,1,v RR,Bengaluru,2014-05-11,Royal Challengers Bangalore,0.0
19274,V Kohli,10.0,13,11,0,0,90.90,1,v Daredevils,Bengaluru,2014-05-13,Royal Challengers Bangalore,0.0
19276,V Kohli,27.0,38,29,1,1,93.10,2,v CSK,Ranchi,2014-05-18,Royal Challengers Bangalore,0.0
19278,V Kohli,67.0,72,41,4,4,163.41,1,v SRH,Hyderabad,2014-05-20,Royal Challengers Bangalore,0.0
19280,V Kohli,38.0,41,31,3,1,122.58,2,v KKR,Eden Gardens,2014-05-22,Royal Challengers Bangalore,0.0
19282,V Kohli,73.0,62,49,2,5,148.97,1,v CSK,Bengaluru,2014-05-24,Royal Challengers Bangalore,0.0
19284,V Kohli,13.0,18,15,0,1,86.66,2,v KKR,Eden Gardens,2015-04-11,Royal Challengers Bangalore,0.0
19286,V Kohli,41.0,52,37,4,2,110.81,1,v SRH,Bengaluru,2015-04-13,Royal Challengers Bangalore,0.0
19288,V Kohli,18.0,28,18,1,1,100.00,2,v MI,Bengaluru,2015-04-19,Royal Challengers Bangalore,0.0
19290,V Kohli,51.0,61,42,4,2,121.42,2,v CSK,Bengaluru,2015-04-22,Royal Challengers Bangalore,0.0
19292,V Kohli,62.0,67,46,1,3,134.78,2,v RR,Ahmedabad,2015-04-24,Royal Challengers Bangalore,1.0
19294,V Kohli,35.0,47,23,6,0,152.17,2,v Daredevils,Delhi,2015-04-26,Royal Challengers Bangalore,1.0
19296,V Kohli,1.0,11,4,0,0,25.00,1,v RR,Bengaluru,2015-04-29,Royal Challengers Bangalore,0.0
19298,V Kohli,34.0,-1,20,2,3,170.00,2,v KKR,Bengaluru,2015-05-02,Royal Challengers Bangalore,0.0
19300,V Kohli,48.0,67,44,2,1,109.09,2,v CSK,Chennai,2015-05-04,Royal Challengers Bangalore,0.0
19302,V Kohli,32.0,55,30,3,1,106.66,1,v Kings XI,Bengaluru,2015-05-06,Royal Challengers Bangalore,0.0
19304,V Kohli,82.0,99,50,6,4,164.00,1,v MI,Wankhede,2015-05-10,Royal Challengers Bangalore,1.0
19306,V Kohli,19.0,-1,9,2,1,211.11,2,v Kings XI,Mohali,2015-05-13,Royal Challengers Bangalore,0.0
19308,V Kohli,44.0,0,19,3,3,231.57,2,v SRH,Hyderabad,2015-05-15,Royal Challengers Bangalore,1.0
19310,V Kohli,1.0,5,2,0,0,50.00,2,v Daredevils,Bengaluru,2015-05-17,Royal Challengers Bangalore,1.0
19312,V Kohli,12.0,35,18,0,0,66.66,1,v RR,Pune,2015-05-20,Royal Challengers Bangalore,0.0
19314,V Kohli,12.0,17,9,1,1,133.33,1,v CSK,Ranchi,2015-05-22,Royal Challengers Bangalore,0.0
19316,V Kohli,75.0,0,51,7,3,147.05,1,v SRH,Bengaluru,2016-04-12,Royal Challengers Bangalore,0.0
19318,V Kohli,79.0,88,48,7,3,164.58,1,v Daredevils,Bengaluru,2016-04-17,Royal Challengers Bangalore,0.0
19320,V Kohli,33.0,50,30,3,0,110.00,1,v MI,Wankhede,2016-04-20,Royal Challengers Bangalore,0.0
19322,V Kohli,80.0,85,63,7,2,126.98,1,v Supergiants,Pune,2016-04-22,Royal Challengers Bangalore,0.0
19324,V Kohli,100.0,88,63,11,1,158.73,1,v Guj Lions,Rajkot,2016-04-24,Royal Challengers Bangalore,1.0
19326,V Kohli,14.0,24,17,1,0,82.35,2,v SRH,Hyderabad,2016-04-30,Royal Challengers Bangalore,0.0
19328,V Kohli,52.0,66,44,4,0,118.18,1,v KKR,Bengaluru,2016-05-02,Royal Challengers Bangalore,0.0
19330,V Kohli,108.0,98,58,8,7,186.20,2,v Supergiants,Bengaluru,2016-05-07,Royal Challengers Bangalore,1.0
19332,V Kohli,20.0,36,21,2,0,95.23,1,v Kings XI,Mohali,2016-05-09,Royal Challengers Bangalore,0.0
19334,V Kohli,7.0,6,7,0,1,100.00,1,v MI,Bengaluru,2016-05-11,Royal Challengers Bangalore,0.0
19336,V Kohli,109.0,94,55,5,8,198.18,1,v Guj Lions,Bengaluru,2016-05-14,Royal Challengers Bangalore,0.0
19338,V Kohli,75.0,80,51,5,3,147.05,2,v KKR,Eden Gardens,2016-05-16,Royal Challengers Bangalore,1.0
19340,V Kohli,113.0,-1,50,12,8,226.00,1,v Kings XI,Bengaluru,2016-05-18,Royal Challengers Bangalore,0.0
19342,V Kohli,54.0,85,45,6,0,120.00,2,v Daredevils,Raipur,2016-05-22,Royal Challengers Bangalore,1.0
19344,V Kohli,0.0,6,2,0,0,0.00,2,v Guj Lions,Bengaluru,2016-05-24,Royal Challengers Bangalore,0.0
19346,V Kohli,54.0,63,35,5,2,154.28,2,v SRH,Bengaluru,2016-05-29,Royal Challengers Bangalore,0.0
19348,V Kohli,62.0,67,47,5,2,131.91,1,v MI,Bengaluru,2017-04-14,Royal Challengers Bangalore,0.0
19350,V Kohli,28.0,24,19,3,1,147.36,2,v Supergiant,Bengaluru,2017-04-16,Royal Challengers Bangalore,0.0
19352,V Kohli,64.0,74,50,7,1,128.00,1,v Guj Lions,Rajkot,2017-04-18,Royal Challengers Bangalore,0.0
19354,V Kohli,0.0,0,1,0,0,0.00,2,v KKR,Eden Gardens,2017-04-23,Royal Challengers Bangalore,0.0
19356,V Kohli,10.0,19,13,0,1,76.92,1,v Guj Lions,Bengaluru,2017-04-27,Royal Challengers Bangalore,0.0
19358,V Kohli,55.0,0,48,4,1,114.58,2,v Supergiant,Pune,2017-04-29,Royal Challengers Bangalore,0.0
19360,V Kohli,20.0,24,14,0,2,142.85,1,v MI,Wankhede,2017-05-01,Royal Challengers Bangalore,0.0
19362,V Kohli,6.0,8,6,1,0,100.00,2,v Kings XI,Bengaluru,2017-05-05,Royal Challengers Bangalore,0.0
19364,V Kohli,5.0,11,9,0,0,55.55,1,v KKR,Bengaluru,2017-05-07,Royal Challengers Bangalore,0.0
19366,V Kohli,58.0,57,45,3,3,128.88,1,v Daredevils,Delhi,2017-05-14,Royal Challengers Bangalore,0.0
19368,V Kohli,31.0,-1,33,1,1,93.93,1,v KKR,Eden Gardens,2018-04-08,Royal Challengers Bangalore,0.0
19370,V Kohli,21.0,-1,16,4,0,131.25,2,v Kings XI,Bengaluru,2018-04-13,Royal Challengers Bangalore,0.0
19372,V Kohli,57.0,-1,30,7,2,190.00,2,v RR,Bengaluru,2018-04-15,Royal Challengers Bangalore,0.0
19374,V Kohli,92.0,-1,62,7,4,148.38,2,v MI,Wankhede,2018-04-17,Royal Challengers Bangalore,1.0
19376,V Kohli,30.0,-1,26,2,1,115.38,2,v Daredevils,Bengaluru,2018-04-21,Royal Challengers Bangalore,0.0
19378,V Kohli,18.0,-1,15,3,0,120.00,1,v CSK,Bengaluru,2018-04-25,Royal Challengers Bangalore,0.0
19380,V Kohli,68.0,-1,44,5,3,154.54,1,v KKR,Bengaluru,2018-04-29,Royal Challengers Bangalore,1.0
19382,V Kohli,32.0,-1,26,2,1,123.07,1,v MI,Bengaluru,2018-05-01,Royal Challengers Bangalore,0.0
19384,V Kohli,8.0,-1,11,1,0,72.72,1,v CSK,Pune,2018-05-05,Royal Challengers Bangalore,0.0
19386,V Kohli,39.0,-1,30,5,1,130.00,2,v SRH,Hyderabad,2018-05-07,Royal Challengers Bangalore,0.0
19388,V Kohli,70.0,-1,40,7,3,175.00,2,v Daredevils,Delhi,2018-05-12,Royal Challengers Bangalore,0.0
19390,V Kohli,48.0,-1,28,6,2,171.42,2,v Kings XI,Indore,2018-05-14,Royal Challengers Bangalore,1.0
19392,V Kohli,12.0,0,11,2,0,109.09,1,v SRH,Bengaluru,2018-05-17,Royal Challengers Bangalore,0.0
19394,V Kohli,4.0,0,9,0,0,44.44,2,v RR,Jaipur,2018-05-19,Royal Challengers Bangalore,0.0
19396,V Kohli,6.0,-1,12,0,0,50.00,1,v CSK,Chennai,2019-03-23,Royal Challengers Bangalore,0.0
19398,V Kohli,46.0,-1,32,6,0,143.75,2,v MI,Bengaluru,2019-03-28,Royal Challengers Bangalore,0.0
19400,V Kohli,3.0,0,10,0,0,30.00,2,v SRH,Hyderabad,2019-03-31,Royal Challengers Bangalore,0.0
19402,V Kohli,23.0,25,25,3,0,92.00,1,v RR,Jaipur,2019-04-02,Royal Challengers Bangalore,0.0
19404,V Kohli,84.0,77,49,9,2,171.42,1,v KKR,Bengaluru,2019-04-05,Royal Challengers Bangalore,0.0
19406,V Kohli,41.0,84,33,1,2,124.24,1,v DC,Bengaluru,2019-04-07,Royal Challengers Bangalore,0.0
19408,V Kohli,67.0,73,53,8,0,126.41,2,v Kings XI,Mohali,2019-04-13,Royal Challengers Bangalore,0.0
19410,V Kohli,8.0,13,9,1,0,88.88,1,v MI,Wankhede,2019-04-15,Royal Challengers Bangalore,0.0
19412,V Kohli,100.0,98,58,9,4,172.41,1,v KKR,Eden Gardens,2019-04-19,Royal Challengers Bangalore,0.0
19414,V Kohli,9.0,14,8,2,0,112.50,1,v CSK,Bengaluru,2019-04-21,Royal Challengers Bangalore,0.0
19416,V Kohli,13.0,20,8,2,0,162.50,1,v Kings XI,Bengaluru,2019-04-24,Royal Challengers Bangalore,0.0
19418,V Kohli,23.0,36,17,2,1,135.29,2,v DC,Delhi,2019-04-28,Royal Challengers Bangalore,0.0
19420,V Kohli,25.0,11,7,1,3,357.14,1,v RR,Bengaluru,2019-04-30,Royal Challengers Bangalore,0.0
19422,V Kohli,16.0,9,7,2,1,228.57,2,v SRH,Bengaluru,2019-05-04,Royal Challengers Bangalore,0.0
19424,V Kohli,14.0,-1,13,0,0,107.69,1,v SRH,Dubai (DICS),2020-09-21,Royal Challengers Bangalore,0.0
19426,V Kohli,1.0,-1,5,0,0,20.00,2,v Kings XI,Dubai (DICS),2020-09-24,Royal Challengers Bangalore,0.0
19428,V Kohli,3.0,-1,11,0,0,27.27,1,v MI,Dubai (DICS),2020-09-28,Royal Challengers Bangalore,0.0
19430,V Kohli,72.0,-1,53,7,2,135.84,2,v RR,Abu Dhabi,2020-10-03,Royal Challengers Bangalore,1.0
19432,V Kohli,43.0,-1,39,2,1,110.25,2,v DC,Dubai (DICS),2020-10-05,Royal Challengers Bangalore,0.0
19434,V Kohli,90.0,0,52,4,4,173.07,1,v CSK,Dubai (DICS),2020-10-10,Royal Challengers Bangalore,1.0
19436,V Kohli,33.0,0,28,1,0,117.85,1,v KKR,Sharjah,2020-10-12,Royal Challengers Bangalore,1.0
19438,V Kohli,48.0,0,39,3,0,123.07,1,v Kings XI,Sharjah,2020-10-15,Royal Challengers Bangalore,0.0
19440,V Kohli,43.0,0,32,1,2,134.37,2,v RR,Dubai (DICS),2020-10-17,Royal Challengers Bangalore,0.0
19442,V Kohli,18.0,0,17,2,0,105.88,2,v KKR,Abu Dhabi,2020-10-21,Royal Challengers Bangalore,1.0
19444,V Kohli,50.0,0,43,1,1,116.27,1,v CSK,Dubai (DICS),2020-10-25,Royal Challengers Bangalore,0.0
19446,V Kohli,9.0,0,14,0,0,64.28,1,v MI,Abu Dhabi,2020-10-28,Royal Challengers Bangalore,0.0
19448,V Kohli,7.0,0,7,0,0,100.00,1,v SRH,Sharjah,2020-10-31,Royal Challengers Bangalore,0.0
19450,V Kohli,29.0,0,24,2,1,120.83,1,v DC,Abu Dhabi,2020-11-02,Royal Challengers Bangalore,0.0
19452,V Kohli,6.0,-1,7,0,0,85.71,1,v SRH,Abu Dhabi,2020-11-06,Royal Challengers Bangalore,0.0
19454,V Kohli,33.0,0,29,4,0,113.79,2,v MI,Chennai,2021-04-09,Royal Challengers Bangalore,0.0
19456,V Kohli,33.0,0,29,4,0,113.79,1,v SRH,Chennai,2021-04-14,Royal Challengers Bangalore,0.0
19458,V Kohli,5.0,0,6,1,0,83.33,1,v KKR,Chennai,2021-04-18,Royal Challengers Bangalore,0.0
19460,V Kohli,72.0,0,47,6,3,153.19,2,v RR,Wankhede,2021-04-22,Royal Challengers Bangalore,1.0
19462,V Kohli,8.0,0,7,1,0,114.28,2,v CSK,Wankhede,2021-04-25,Royal Challengers Bangalore,0.0
19464,V Kohli,12.0,0,11,2,0,109.09,1,v DC,Ahmedabad,2021-04-27,Royal Challengers Bangalore,0.0
19466,V Kohli,35.0,0,34,3,1,102.94,2,v Punjab Kings,Ahmedabad,2021-04-30,Royal Challengers Bangalore,0.0
19468,V Kohli,5.0,0,4,1,0,125.00,1,v KKR,Abu Dhabi,2021-09-20,Royal Challengers Bangalore,0.0
19470,V Kohli,53.0,0,41,6,1,129.26,1,v CSK,Sharjah,2021-09-24,Royal Challengers Bangalore,0.0
19472,V Kohli,51.0,0,42,3,3,121.42,1,v MI,Dubai (DICS),2021-09-26,Royal Challengers Bangalore,0.0
19474,V Kohli,25.0,0,20,4,0,125.00,2,v RR,Dubai (DICS),2021-09-29,Royal Challengers Bangalore,0.0
19476,V Kohli,25.0,0,24,2,1,104.16,1,v Punjab Kings,Sharjah,2021-10-03,Royal Challengers Bangalore,0.0
19478,V Kohli,5.0,0,4,1,0,125.00,2,v SRH,Abu Dhabi,2021-10-06,Royal Challengers Bangalore,0.0
19480,V Kohli,4.0,12,8,0,0,50.00,2,v DC,Dubai (DICS),2021-10-08,Royal Challengers Bangalore,0.0
19482,V Kohli,39.0,0,33,5,0,118.18,1,v KKR,Sharjah,2021-10-11,Royal Challengers Bangalore,0.0
19484,V Kohli,41.0,0,29,1,2,141.37,1,v Punjab Kings,DY Patil,2022-03-27,Royal Challengers Bangalore,1.0
19486,V Kohli,12.0,0,7,2,0,171.42,2,v KKR,DY Patil,2022-03-30,Royal Challengers Bangalore,0.0
19488,V Kohli,5.0,0,6,0,0,83.33,2,v RR,Wankhede,2022-04-05,Royal Challengers Bangalore,0.0
19490,V Kohli,48.0,0,36,5,0,133.33,2,v MI,Pune,2022-04-09,Royal Challengers Bangalore,0.0
19492,V Kohli,1.0,0,3,0,0,33.33,2,v CSK,DY Patil,2022-04-12,Royal Challengers Bangalore,0.0
19494,V Kohli,12.0,0,14,1,0,85.71,1,v DC,Wankhede,2022-04-16,Royal Challengers Bangalore,0.0
19496,V Kohli,0.0,2,1,0,0,0.00,1,v LSG,DY Patil,2022-04-19,Royal Challengers Bangalore,0.0
19498,V Kohli,0.0,2,1,0,0,0.00,1,v SRH,Brabourne,2022-04-23,Royal Challengers Bangalore,0.0
19500,V Kohli,9.0,9,10,2,0,90.00,2,v RR,Pune,2022-04-26,Royal Challengers Bangalore,0.0
19502,V Kohli,58.0,83,53,6,1,109.43,1,v GT,Brabourne,2022-04-30,Royal Challengers Bangalore,0.0
19504,V Kohli,30.0,43,33,3,1,90.90,1,v CSK,Pune,2022-05-04,Royal Challengers Bangalore,0.0
19506,V Kohli,0.0,2,1,0,0,0.00,1,v SRH,Wankhede,2022-05-08,Royal Challengers Bangalore,0.0
19508,V Kohli,20.0,18,14,2,1,142.85,2,v Punjab Kings,Brabourne,2022-05-13,Royal Challengers Bangalore,0.0
19510,V Kohli,73.0,81,54,8,2,135.18,2,v GT,Wankhede,2022-05-19,Royal Challengers Bangalore,0.0
19512,V Kohli,25.0,41,24,2,0,104.16,1,v LSG,Eden Gardens,2022-05-25,Royal Challengers Bangalore,0.0
19514,V Kohli,7.0,11,8,0,1,87.50,1,v RR,Ahmedabad,2022-05-27,Royal Challengers Bangalore,0.0
19516,V Kohli,82.0,75,49,6,5,167.34,2,v MI,Bengaluru,2023-04-02,Royal Challengers Bangalore,1.0
19518,V Kohli,21.0,20,18,3,0,116.66,2,v KKR,Eden Gardens,2023-04-06,Royal Challengers Bangalore,0.0
19520,V Kohli,61.0,50,44,4,4,138.63,1,v LSG,Bengaluru,2023-04-10,Royal Challengers Bangalore,0.0
19522,V Kohli,50.0,46,34,6,1,147.05,1,v DC,Bengaluru,2023-04-15,Royal Challengers Bangalore,0.0
19524,V Kohli,6.0,3,4,1,0,150.00,2,v CSK,Bengaluru,2023-04-17,Royal Challengers Bangalore,0.0
19526,V Kohli,59.0,0,47,5,1,125.53,1,v Punjab Kings,Mohali,2023-04-20,Royal Challengers Bangalore,0.0
19528,V Kohli,0.0,2,1,0,0,0.00,1,v RR,Bengaluru,2023-04-23,Royal Challengers Bangalore,0.0
19530,V Kohli,54.0,59,37,6,0,145.94,2,v KKR,Bengaluru,2023-04-26,Royal Challengers Bangalore,0.0
19532,V Kohli,31.0,42,30,3,0,103.33,1,v LSG,Lucknow,2023-05-01,Royal Challengers Bangalore,0.0
19534,V Kohli,55.0,74,46,5,0,119.56,1,v DC,Delhi,2023-05-06,Royal Challengers Bangalore,0.0
19536,V Kohli,1.0,7,4,0,0,25.00,1,v MI,Wankhede,2023-05-09,Royal Challengers Bangalore,0.0
19538,V Kohli,18.0,31,19,1,0,94.73,1,v RR,Jaipur,2023-05-14,Royal Challengers Bangalore,0.0
19540,V Kohli,100.0,82,63,12,4,158.73,2,v SRH,Hyderabad,2023-05-18,Royal Challengers Bangalore,0.0
19542,V Kohli,101.0,102,61,13,1,165.57,1,v GT,Bengaluru,2023-05-21,Royal Challengers Bangalore,1.0
19544,V Kohli,21.0,46,20,0,1,105.00,1,v CSK,Chennai,2024-03-22,Royal Challengers Bengaluru,0.0
19546,V Kohli,77.0,76,49,11,2,157.14,2,v Punjab Kings,Bengaluru,2024-03-25,Royal Challengers Bengaluru,0.0
19548,V Kohli,83.0,0,59,4,4,140.67,1,v KKR,Bengaluru,2024-03-29,Royal Challengers Bengaluru,1.0
19550,V Kohli,22.0,16,16,2,1,137.50,2,v LSG,Bengaluru,2024-04-02,Royal Challengers Bengaluru,0.0
19552,V Kohli,113.0,94,72,12,4,156.94,1,v RR,Jaipur,2024-04-06,Royal Challengers Bengaluru,1.0
19554,V Kohli,3.0,10,9,0,0,33.33,1,v MI,Wankhede,2024-04-11,Royal Challengers Bengaluru,0.0
19556,V Kohli,42.0,26,20,6,2,210.00,2,v SRH,Bengaluru,2024-04-15,Royal Challengers Bengaluru,0.0
19558,V Kohli,18.0,17,7,1,2,257.14,2,v KKR,Eden Gardens,2024-04-21,Royal Challengers Bengaluru,0.0
19560,V Kohli,51.0,60,43,4,1,118.60,1,v SRH,Hyderabad,2024-04-25,Royal Challengers Bengaluru,0.0
19562,V Kohli,70.0,69,44,6,3,159.09,2,v GT,Ahmedabad,2024-04-28,Royal Challengers Bengaluru,1.0
19564,V Kohli,42.0,52,27,2,4,155.55,2,v GT,Bengaluru,2024-05-04,Royal Challengers Bengaluru,0.0
19566,V Kohli,92.0,82,47,7,6,195.74,1,v Punjab Kings,Dharamsala,2024-05-09,Royal Challengers Bengaluru,0.0
19568,V Kohli,27.0,20,13,1,3,207.69,1,v DC,Bengaluru,2024-05-12,Royal Challengers Bengaluru,0.0
19570,V Kohli,47.0,39,29,3,4,162.06,1,v CSK,Bengaluru,2024-05-18,Royal Challengers Bengaluru,0.0
19572,V Kohli,33.0,34,24,3,1,137.50,1,v RR,Ahmedabad,2024-05-22,Royal Challengers Bengaluru,0.0
37316,V Sehwag,12.0,-1,4,3,0,300.00,2,v RR,Delhi,2008-04-19,Delhi Daredevils,0.0
37318,V Sehwag,94.0,-1,41,10,6,229.26,2,v Chargers,Hyderabad,2008-04-22,Delhi Daredevils,1.0
37320,V Sehwag,6.0,-1,6,1,0,100.00,1,v Kings XI,Mohali,2008-04-27,Delhi Daredevils,0.0
37322,V Sehwag,24.0,-1,12,3,1,200.00,1,v RCB,Delhi,2008-04-30,Delhi Daredevils,0.0
37324,V Sehwag,71.0,-1,41,7,4,173.17,2,v CSK,Chennai,2008-05-02,Delhi Daredevils,0.0
37326,V Sehwag,40.0,-1,20,3,3,200.00,2,v MI,DY Patil,2008-05-04,Delhi Daredevils,0.0
37328,V Sehwag,23.0,-1,18,3,0,127.77,1,v CSK,Delhi,2008-05-08,Delhi Daredevils,0.0
37330,V Sehwag,17.0,-1,20,2,0,85.00,1,v RR,Jaipur,2008-05-11,Delhi Daredevils,0.0
37332,V Sehwag,0.0,-1,1,0,0,0.00,2,v KKR,Eden Gardens,2008-05-13,Delhi Daredevils,0.0
37334,V Sehwag,0.0,-1,2,0,0,0.00,1,v Chargers,Delhi,2008-05-15,Delhi Daredevils,0.0
37336,V Sehwag,51.0,-1,26,2,5,196.15,1,v Kings XI,Delhi,2008-05-17,Delhi Daredevils,1.0
37338,V Sehwag,47.0,-1,19,9,1,247.36,2,v RCB,Bengaluru,2008-05-19,Delhi Daredevils,0.0
37340,V Sehwag,18.0,-1,6,3,1,300.00,2,v MI,Delhi,2008-05-24,Delhi Daredevils,0.0
37342,V Sehwag,3.0,-1,4,0,0,75.00,2,v RR,Wankhede,2008-05-30,Delhi Daredevils,0.0
37344,V Sehwag,38.0,-1,16,4,3,237.50,2,v Kings XI,Cape Town,2009-04-19,Delhi Daredevils,1.0
37346,V Sehwag,6.0,-1,9,1,0,66.66,1,v CSK,Durban,2009-04-23,Delhi Daredevils,0.0
37348,V Sehwag,7.0,7,5,0,1,140.00,2,v RCB,Gqeberha,2009-04-26,Delhi Daredevils,0.0
37350,V Sehwag,16.0,-1,11,2,1,145.45,1,v RR,Centurion,2009-04-28,Delhi Daredevils,0.0
37352,V Sehwag,20.0,-1,11,4,0,181.81,2,v Chargers,Centurion,2009-04-30,Delhi Daredevils,0.0
37354,V Sehwag,11.0,-1,10,1,0,110.00,1,v Chargers,Durban,2009-05-13,Delhi Daredevils,0.0
37356,V Sehwag,9.0,-1,8,2,0,112.50,1,v Kings XI,Bloemfontein,2009-05-15,Delhi Daredevils,0.0
37358,V Sehwag,2.0,-1,8,0,0,25.00,1,v RR,Bloemfontein,2009-05-17,Delhi Daredevils,0.0
37360,V Sehwag,0.0,-1,2,0,0,0.00,1,v RCB,Johannesburg,2009-05-19,Delhi Daredevils,0.0
37362,V Sehwag,50.0,-1,27,5,2,185.18,2,v MI,Centurion,2009-05-21,Delhi Daredevils,0.0
37364,V Sehwag,39.0,-1,31,5,0,125.80,1,v Chargers,Centurion,2009-05-22,Delhi Daredevils,0.0
37366,V Sehwag,8.0,-1,6,2,0,133.33,2,v Kings XI,Mohali,2010-03-13,Delhi Daredevils,0.0
37368,V Sehwag,75.0,-1,34,8,5,220.58,2,v RR,Ahmedabad,2010-03-15,Delhi Daredevils,0.0
37370,V Sehwag,26.0,-1,16,4,0,162.50,2,v MI,Delhi,2010-03-17,Delhi Daredevils,0.0
37372,V Sehwag,74.0,-1,38,10,3,194.73,1,v CSK,Delhi,2010-03-19,Delhi Daredevils,0.0
37374,V Sehwag,3.0,-1,7,0,0,42.85,2,v Chargers,Cuttack,2010-03-21,Delhi Daredevils,0.0
37376,V Sehwag,12.0,-1,11,2,0,109.09,1,v RCB,Bengaluru,2010-03-25,Delhi Daredevils,0.0
37378,V Sehwag,8.0,-1,3,2,0,266.66,1,v KKR,Delhi,2010-03-29,Delhi Daredevils,0.0
37380,V Sehwag,19.0,-1,12,3,1,158.33,1,v RR,Delhi,2010-03-31,Delhi Daredevils,0.0
37382,V Sehwag,35.0,-1,22,5,2,159.09,1,v RCB,Delhi,2010-04-04,Delhi Daredevils,0.0
37384,V Sehwag,64.0,-1,40,6,3,160.00,2,v KKR,Eden Gardens,2010-04-07,Delhi Daredevils,0.0
37386,V Sehwag,0.0,-1,1,0,0,0.00,1,v Kings XI,Delhi,2010-04-11,Delhi Daredevils,0.0
37388,V Sehwag,20.0,-1,18,3,0,111.11,2,v MI,Brabourne,2010-04-13,Delhi Daredevils,0.0
37390,V Sehwag,4.0,-1,4,0,0,100.00,2,v CSK,Chennai,2010-04-15,Delhi Daredevils,0.0
37392,V Sehwag,8.0,-1,6,2,0,133.33,2,v Chargers,Delhi,2010-04-18,Delhi Daredevils,0.0
37394,V Sehwag,19.0,-1,16,2,1,118.75,1,v MI,Delhi,2011-04-10,Delhi Daredevils,0.0
37396,V Sehwag,4.0,-1,2,1,0,200.00,1,v RR,Jaipur,2011-04-12,Delhi Daredevils,0.0
37398,V Sehwag,37.0,-1,23,6,0,160.86,2,v Warriors,DY Patil,2011-04-17,Delhi Daredevils,0.0
37400,V Sehwag,12.0,-1,7,3,0,171.42,2,v Chargers,Delhi,2011-04-19,Delhi Daredevils,0.0
37402,V Sehwag,77.0,-1,35,8,4,220.00,1,v Kings XI,Delhi,2011-04-23,Delhi Daredevils,0.0
37404,V Sehwag,25.0,-1,18,3,0,138.88,1,v RCB,Delhi,2011-04-26,Delhi Daredevils,0.0
37406,V Sehwag,34.0,-1,23,5,1,147.82,2,v KKR,Delhi,2011-04-28,Delhi Daredevils,0.0
37408,V Sehwag,80.0,-1,47,8,5,170.21,1,v Kochi,Kochi,2011-04-30,Delhi Daredevils,0.0
37410,V Sehwag,15.0,-1,9,2,1,166.66,1,v Kochi,Delhi,2011-05-02,Delhi Daredevils,0.0
37412,V Sehwag,119.0,-1,56,13,6,212.50,2,v Chargers,Hyderabad,2011-05-05,Delhi Daredevils,0.0
37414,V Sehwag,2.0,-1,4,0,0,50.00,2,v MI,Wankhede,2011-05-07,Delhi Daredevils,0.0
37416,V Sehwag,20.0,-1,13,1,1,153.84,2,v KKR,Eden Gardens,2012-04-05,Delhi Daredevils,0.0
37418,V Sehwag,0.0,3,1,0,0,0.00,2,v RCB,Bengaluru,2012-04-07,Delhi Daredevils,0.0
37420,V Sehwag,33.0,26,21,4,1,157.14,2,v CSK,Delhi,2012-04-10,Delhi Daredevils,0.0
37422,V Sehwag,32.0,55,36,2,1,88.88,2,v MI,Wankhede,2012-04-16,Delhi Daredevils,0.0
37424,V Sehwag,7.0,16,5,1,0,140.00,2,v Chargers,Delhi,2012-04-19,Delhi Daredevils,0.0
37426,V Sehwag,57.0,63,32,5,4,178.12,2,v Warriors,Delhi,2012-04-21,Delhi Daredevils,0.0
37428,V Sehwag,87.0,75,48,10,3,181.25,2,v Warriors,Pune,2012-04-24,Delhi Daredevils,1.0
37430,V Sehwag,73.0,76,39,8,4,187.17,1,v MI,Delhi,2012-04-27,Delhi Daredevils,0.0
37432,V Sehwag,63.0,60,39,8,2,161.53,1,v RR,Delhi,2012-04-29,Delhi Daredevils,0.0
37434,V Sehwag,73.0,70,38,12,1,192.10,2,v RR,Jaipur,2012-05-01,Delhi Daredevils,0.0
37436,V Sehwag,23.0,17,9,3,1,255.55,1,v KKR,Delhi,2012-05-07,Delhi Daredevils,0.0
37438,V Sehwag,4.0,1,2,1,0,200.00,2,v Chargers,Hyderabad,2012-05-10,Delhi Daredevils,0.0
37440,V Sehwag,4.0,2,2,1,0,200.00,1,v CSK,Chennai,2012-05-12,Delhi Daredevils,0.0
37442,V Sehwag,8.0,15,9,0,1,88.88,2,v Kings XI,Delhi,2012-05-15,Delhi Daredevils,0.0
37444,V Sehwag,10.0,-1,7,1,0,142.85,2,v KKR,Pune,2012-05-22,Delhi Daredevils,0.0
37446,V Sehwag,1.0,-1,6,0,0,16.66,2,v CSK,Chennai,2012-05-25,Delhi Daredevils,0.0
37448,V Sehwag,12.0,21,10,2,0,120.00,1,v SRH,Delhi,2013-04-12,Delhi Daredevils,0.0
37450,V Sehwag,25.0,30,23,4,0,108.69,1,v RCB,Bengaluru,2013-04-16,Delhi Daredevils,0.0
37452,V Sehwag,17.0,27,13,1,1,130.76,2,v CSK,Delhi,2013-04-18,Delhi Daredevils,0.0
37454,V Sehwag,95.0,83,57,13,2,166.66,2,v MI,Delhi,2013-04-21,Delhi Daredevils,1.0
37456,V Sehwag,23.0,33,21,2,1,109.52,1,v Kings XI,Delhi,2013-04-23,Delhi Daredevils,0.0
